Date,southern,northern,central,east_coast,borneo,temp_s,rain_s,rh_s,temp_n,rain_n,rh_n,temp_c,rain_c,rh_c,temp_ec,rain_ec,rh_ec,temp_b,rain_b,rh_b
5/6/2010,11,5,14,0,6,27.80666667,81.08,0.213333333,27.7875,83.5625,19.45,28.6,81.6,4.4,27.72222222,80.95555556,0.56,27.84571429,85.25904762,7.063333333
6/6/2010,4,16,11,3,6,28.71333333,78.92666667,2.466666667,27.57916667,85.38333333,37.65833333,29.6,77.56666667,0,27.88666667,79.84,5.662222222,28.29619048,81.73047619,10.22833333
7/6/2010,11,18,24,2,26,27.36,84.15333333,5.213333333,29.11666667,78.77916667,0.4,28.96666667,81.46666667,3.533333333,27.04444444,80.63111111,3.057777778,27.44095238,85.59238095,21.3225
8/6/2010,10,27,33,5,23,26.69333333,85.83333333,3.106666667,28.61666667,81.875,5.716666667,27.8,81.46666667,2.333333333,26.89333333,80.72222222,1.613333333,27.71047619,83.59142857,27.10916667
9/6/2010,13,6,29,3,13,27.1,83.18666667,4.426666667,28.12083333,81.25833333,5.15,27.06666667,84.56666667,25.66666667,26.57777778,83.64888889,14.92888889,26.91142857,87.46952381,19.56666667
10/6/2010,8,9,24,7,22,27.51333333,80.33333333,0.066666667,27.97083333,82.10416667,0.841666667,28.63333333,76.23333333,0,26.26888889,84.19111111,6.64,26.98380952,86.28571429,81.18416667
11/6/2010,5,9,21,2,5,27.96666667,81.44666667,4.586666667,28.53333333,81.20833333,6.008333333,28.36666667,80.56666667,29.26666667,27.56222222,82.63333333,1.897777778,27.19714286,83.35809524,2.231666667
12/6/2010,7,7,4,2,9,27.67333333,83.20666667,3.4,27.49166667,85.32083333,8.308333333,28.1,82.96666667,3.866666667,27.80888889,81.51555556,3.346666667,28.36285714,81.5,6.425
13/6/2010,5,8,10,3,4,27.63333333,80.66,4.613333333,28.6375,80.54166667,7.875,28.93333333,77.23333333,0,27.58888889,80.81777778,2.751111111,27.07904762,86.89142857,17.08666667
14/6/2010,9,24,21,4,24,26.72666667,84.16,7.373333333,28.02083333,81.7,10.60833333,28.63333333,78.16666667,1.6,27.66666667,80.52,0.813333333,26.52285714,86.73428571,11.29416667
15/6/2010,9,31,20,1,9,27.74666667,78.58666667,6.026666667,26.50833333,86.8875,8.9,28.83333333,74.36666667,0,26.84222222,81.52444444,0.808888889,27.54952381,82.86380952,4.52
16/6/2010,7,11,25,3,21,25.65333333,83.76666667,1.88,26.65,85.78333333,20.59166667,27.9,74.6,0,25.86666667,81.68888889,16.61333333,27.21619048,84.81238095,15.95666667
17/6/2010,6,14,25,2,17,27.66666667,76.39333333,0.333333333,27.27083333,80.4125,0.025,28.6,71.4,0.4,27.15777778,78.14888889,7.888888889,27.02571429,85.02666667,13.75583333
18/6/2010,1,7,15,1,12,27.45333333,81.20666667,0.506666667,28.12083333,79.45416667,0,28.53333333,75.26666667,0,26.40444444,83.29333333,13.84444444,26.33714286,85.86380952,10.43666667
19/6/2010,1,5,8,1,9,28.24666667,80.96,2.5,28.92916667,78.1875,0,29.33333333,74.8,0,27.95333333,85.14444444,20.04,26.68857143,84.18095238,4.026666667
20/6/2010,2,15,4,5,5,28.08,80.05333333,0.466666667,28.97916667,78.81666667,6.125,29.36666667,77.56666667,0.133333333,27.84222222,81.78888889,6.102222222,27.43904762,81.35142857,5.350833333
21/6/2010,11,22,21,5,18,27.9,83.34666667,16.6,26.275,89.38333333,39.83333333,28.23333333,82.83333333,2.4,26.70888889,83.64666667,3.195555556,28.11428571,78.8047619,1.81
22/6/2010,10,17,33,4,18,27.00666667,82.74666667,17.68,27.20833333,84.85833333,2.966666667,27.8,78.76666667,2.066666667,27.19555556,82.00222222,1.128888889,28.42,79.48,3.015
23/6/2010,6,14,19,1,18,26.08666667,87.11333333,19.53333333,27.38541667,85.46666667,6.433333333,26.76666667,83.33333333,6.6,26.48444444,83.58666667,11.17333333,28.16857143,80.81904762,15.17833333
24/6/2010,5,9,21,4,5,27.42,80.81333333,26.89333333,28.05833333,79.49583333,1.55,28.06666667,77.93333333,1.066666667,27.00888889,79.97333333,8.835555556,26.92190476,87.33142857,9.484166667
25/6/2010,7,13,19,1,5,25.82,85.09333333,3.986666667,26.30416667,85.87916667,4.308333333,25.9,86.2,14.13333333,26.12888889,82.80888889,5.32,26.91238095,85.35904762,12.93833333
26/6/2010,0,5,4,5,7,27.75333333,78.18666667,16.73333333,27.93333333,79.67916667,0.016666667,28.86666667,73.23333333,14.06666667,27.25333333,79.44666667,6.204444444,27.17619048,84.76666667,1.564166667
27/6/2010,5,12,8,2,7,27.22,81.33333333,8.333333333,27.84583333,83.05,11.63333333,28.03333333,78.36666667,0,27.33777778,80.17555556,6.28,27.36190476,85.38952381,13.65666667
28/6/2010,9,40,24,4,33,27.46666667,81.18,12.08,27.14583333,83.27083333,0.483333333,28.66666667,77.86666667,0,26.88222222,81.55555556,0.92,27.78952381,81.76761905,6.634166667
29/6/2010,5,10,29,6,22,27.20666667,82.98666667,8.653333333,27.94583333,81.04583333,1.6,27.53333333,85.46666667,5.333333333,26.64444444,81.24888889,2.471111111,27.12571429,85.78380952,7.514166667
30/6/2010,7,11,24,4,14,27.76666667,81.04666667,25.30666667,27.7375,82.77916667,9.691666667,28.1,82.43333333,5.4,27.03777778,80.16,0.222222222,26.98095238,85.84952381,7.185
1/7/2010,5,13,30,2,16,26.72,85.10666667,5.74,26.7625,85.1375,31.3,27.2,85.33333333,64.33333333,27.07777778,80.72444444,19.93777778,27.85428571,82.2647619,10.72
2/7/2010,7,5,15,1,8,26.64666667,80.74,5.373333333,26.8125,79.89166667,5.641666667,28.36666667,75.83333333,1.266666667,26.58666667,80.18,2.911111111,27.62,82.44190476,13.06583333
3/7/2010,7,5,11,0,9,26.24666667,84.09333333,0.813333333,26.625,82.37916667,1.633333333,27.4,79.9,0.266666667,26.13777778,80.86666667,4.586666667,27.19714286,85.01714286,7.2275
4/7/2010,1,10,10,4,4,25.36,86.81333333,1.226666667,27.425,80.59166667,0.016666667,25.66666667,85,7,25.85777778,81.29111111,0.16,26.95714286,86.19809524,17.7975
5/7/2010,6,19,26,4,15,27.30666667,78.86666667,0,28.275,78.88333333,0,28.16666667,74.03333333,0,27.32222222,79.49333333,0,25.19619048,90.2447619,21.66
6/7/2010,18,10,18,2,12,28.27333333,79.86,0,28.98333333,80.02916667,0.15,29.53333333,75,0,27.88444444,80.25111111,0,26.79904762,81.11428571,1.341666667
7/7/2010,11,15,21,1,12,26.81333333,85.17333333,5.2,26.2875,86.32083333,7.141666667,26.73333333,85.03333333,19.33333333,25.87555556,84.55111111,5.635555556,28.04761905,80.46571429,3.853333333
8/7/2010,7,24,18,5,5,26.78666667,81.69333333,1.286666667,27.75416667,79.65,1.75,27.66666667,79.46666667,0.533333333,26.52,79.88,2.786666667,27.12571429,84.38571429,9.921666667
9/7/2010,7,8,14,0,12,27.35333333,82.26666667,1.186666667,27.57916667,83.02916667,1.291666667,28.2,78.8,0.066666667,26.24222222,82.49555556,5.022222222,26.7047619,85.23333333,13.3
10/7/2010,6,6,7,2,9,26.84,84.24666667,11.26666667,27.85833333,82.39166667,22.35,27.86666667,80.56666667,16.6,26.90222222,83.77555556,4.453333333,27.29904762,81.93428571,3.155833333
11/7/2010,6,8,12,2,9,28.08,80.22666667,0.106666667,27.675,83.85833333,0.333333333,28.26666667,81.9,11.06666667,26.73111111,80.74444444,28.92666667,27.67428571,83.76761905,5.125
12/7/2010,17,37,27,5,28,27.18,80.75333333,3.093333333,28.05416667,83.10833333,0.441666667,27.66666667,79.53333333,0,27.21111111,84.35111111,1.266666667,26.72952381,86.44190476,10.24666667
13/7/2010,9,26,17,1,17,27.65333333,77.58666667,1.373333333,27.52916667,84.25416667,7.15,28.2,77.4,0,26.88444444,81.88666667,2.226666667,27.16571429,83.85714286,3.28
14/7/2010,10,13,25,5,22,27.53333333,81.77333333,7.506666667,27.2625,84.9125,7.141666667,27.73333333,83,2.333333333,26.38,81.43111111,1.911111111,27.11428571,85.46857143,8.884166667
15/7/2010,14,18,15,1,16,27.86,80.43333333,1.106666667,26.82916667,87.53333333,6.35,27.63333333,84.26666667,5.933333333,26.46666667,85.10222222,4.555555556,27.23333333,85.13619048,3.8525
16/7/2010,6,14,16,3,19,27.14666667,80.62,12.93333333,27.50416667,84.02916667,9.4,27.73333333,82.46666667,7.466666667,26.10444444,83.11333333,2.342222222,27.33428571,85.58571429,19.08166667
17/7/2010,2,6,12,0,7,26.52666667,82.12666667,0.413333333,27.60416667,84.375,5.275,27.6,79.06666667,0,26.27333333,82.03777778,8.328888889,26.56190476,87.48,28.11083333
18/7/2010,2,12,10,4,5,25.81333333,89.00666667,16.36,26.74583333,84.8375,0.95,25.96666667,87.2,15,26.07555556,84.47777778,12.32888889,26.83238095,87.28571429,22.56083333
19/7/2010,20,14,25,2,28,26.81333333,83.74666667,0.04,27.84583333,81.8,0.45,27.56666667,81.86666667,0,26.35111111,82.41555556,0.257777778,26.14095238,88.76095238,28.02083333
20/7/2010,15,16,29,3,18,26.82666667,84.53333333,6.12,28.5,80.88333333,2.475,28.1,81.66666667,39,26.61777778,81.60222222,1.524444444,26.44761905,86.03809524,20.26
21/7/2010,15,14,18,2,20,27.13333333,79.58,2.04,26.95833333,84.4125,10.50833333,27.53333333,80.1,0.266666667,27.39333333,79.24444444,0.12,26.51809524,85.1,9.06
22/7/2010,9,13,22,7,18,26.26666667,83.68666667,0.426666667,27.8875,81.85416667,3.025,27.5,81.8,0.4,26.41333333,82.94222222,5.573333333,26.84857143,84.6152381,9.659166667
23/7/2010,6,7,20,6,30,27.26,78.94666667,2.573333333,27.575,81.55833333,8.65,29,72.13333333,0,26.11111111,81.94,9.462222222,25.94666667,87.32285714,32.195
24/7/2010,6,7,13,3,11,26.59333333,80.66,0.08,27.9875,80.51666667,0,28.4,74.4,0,26.13333333,83.52888889,0.355555556,26.1647619,85.89333333,4.614166667
25/7/2010,2,15,11,1,9,27.28,80.16,13.21333333,25.94583333,87.33333333,18,27.3,81.96666667,17.4,26.12,82.83111111,10.83111111,26.50952381,83.72380952,1.71
26/7/2010,15,13,22,2,18,25.86,84.44666667,0.24,26.75,83.5375,6.791666667,26.8,82.66666667,0.066666667,26.35555556,80.92,0.04,26.74285714,84.40190476,15.22666667
27/7/2010,9,19,17,10,21,27.48,80.28,7.133333333,27.08333333,82.9125,18.1,28.06666667,79.93333333,20.26666667,27.05777778,81.74222222,4.262222222,26.46,84.97809524,5.333333333
28/7/2010,7,13,18,2,15,26.62666667,83.35333333,0.586666667,27.29166667,80.29166667,0,27.76666667,78.36666667,0,26.42888889,82.88444444,3.266666667,27.10380952,81.76761905,3.860833333
29/7/2010,4,13,9,6,13,27.83333333,77.62666667,17.34666667,27.45416667,82.68333333,1.225,29.4,71.46666667,0,27.00666667,82.81777778,13.63555556,25.91619048,87.18857143,30.18666667
30/7/2010,4,11,21,4,8,25.74666667,86.24666667,11.68,27.175,82.32916667,5.85,27.96666667,79.66666667,0,26.06888889,84.54444444,0.755555556,26.62571429,81.9752381,3.349166667
31/7/2010,0,8,11,1,4,26.98666667,79.68,7.12,26.74583333,84.27916667,3.775,27.56666667,82,11.26666667,26.42,83.36,13.44,27.05714286,80.70190476,8.035833333
1/8/2010,3,9,11,4,7,25.46666667,81.41333333,0.333333333,27.38333333,82.35,8.75,27.23333333,78.06666667,0.066666667,25.87333333,84.03333333,12.09333333,27.15047619,81.54857143,7.06
2/8/2010,6,15,37,3,19,27,78.12,0,27.55,80.24583333,0.016666667,28.73333333,71.73333333,0.333333333,26.48888889,83.11333333,0.146666667,26.83904762,84.4752381,77.15416667
3/8/2010,24,11,23,2,18,27.53333333,77.7,13.36,28.20833333,78.87916667,3.516666667,29.23333333,72.03333333,10.73333333,26.38444444,82.43333333,5.431111111,25.58952381,87.01428571,5.406666667
4/8/2010,5,15,18,0,24,27.1,78.17333333,1.6,28.0125,80.83333333,1.375,28.5,72.2,0,26.5,80.31333333,7.911111111,26.96285714,79.8952381,17.17666667
5/8/2010,13,24,21,1,14,27.12666667,82.56,0.026666667,28.34166667,80.60416667,0,28.33333333,80.36666667,0.8,26.31777778,82.98888889,1.866666667,25.79428571,85.48380952,15.9625
6/8/2010,4,7,10,5,10,27.97333333,81.92,4.773333333,28.06666667,81.92083333,7.4,28.46666667,80.13333333,0.266666667,27.65111111,80.14666667,0.68,26.50380952,81.36857143,1.418333333
7/8/2010,6,6,8,3,6,26.21333333,86.52,1.666666667,27.3625,84.42916667,6.283333333,27.33333333,86.16666667,4.066666667,26.58,81.94,1.76,27.83619048,77.32380952,9.904166667
8/8/2010,2,7,11,6,4,26.87333333,83.84,18.2,27.89583333,83.52083333,5.866666667,28.3,81.3,7.133333333,26.70666667,83.00444444,0.395555556,27.57809524,80.1247619,7.875
9/8/2010,13,12,28,5,18,27.28,81.58666667,4.32,27.84166667,84.2375,5.45,28.03333333,77.83333333,0.066666667,27.04,83.92,6.066666667,27.45142857,83.03904762,25.41083333
10/8/2010,7,11,17,6,17,27.30666667,82.25333333,0.28,27.64166667,82.825,0.766666667,28.83333333,77.13333333,0,27.66888889,80.70444444,0.377777778,27.70952381,81.11047619,9.6875
11/8/2010,2,13,24,6,14,26.58666667,84.98,3.986666667,28.35833333,81.87083333,13.84166667,28.8,75.8,0,26.24444444,84.99777778,7.56,27.92190476,78.32,1.4125
12/8/2010,7,12,21,1,11,27.48,80.57333333,0,28.05833333,82.38333333,5.6,29.36666667,75.03333333,0,26.83111111,82.13333333,1.24,28.54095238,80.4247619,3.7075
13/8/2010,11,12,14,2,10,27.19333333,85.84666667,23.21333333,26.98333333,87.45,26.48333333,27.5,85.5,33.2,26.98444444,83.54222222,1.693333333,28.29047619,80.86190476,5.785833333
14/8/2010,1,9,9,4,3,27.20666667,83.48,10.61333333,27.21666667,83.19583333,10.60833333,27.8,83.36666667,1.066666667,27.05555556,83.20666667,4.271111111,27.57238095,83.99809524,5.619166667
15/8/2010,2,20,12,5,5,26.62666667,84.7,2.306666667,27.74583333,79.77916667,1.658333333,27.33333333,87.06666667,13.26666667,26.85777778,83.39111111,3.64,26.89047619,85.05428571,15.37416667
16/8/2010,15,23,25,4,16,25.91333333,88.08,17.58666667,27.62916667,81.3375,9.191666667,27.46666667,84.96666667,38.33333333,26.71555556,82.84444444,2.52,27.39428571,81.58761905,13.70833333
17/8/2010,3,16,20,1,18,26.36,84.94,7.746666667,26.55833333,87.61666667,10.85,26.13333333,89,18.33333333,26.92444444,82.41777778,11.28888889,27.5152381,83.28190476,14.72833333
18/8/2010,7,6,11,8,21,26.76,84.09333333,4.746666667,27.22083333,84.475,7.491666667,27.46666667,83.26666667,7.066666667,26.72,82.73111111,5.022222222,27.01714286,85.24190476,16.95916667
19/8/2010,11,15,12,6,8,26.72,84.66666667,9.4,27.5,84.45416667,5.758333333,27.46666667,81.56666667,8.266666667,26.76444444,83.40666667,2.404444444,27.07142857,85.04571429,25.43333333
20/8/2010,5,11,16,4,11,26.06,86,1.506666667,27.62083333,80.8875,1.175,27.2,78.66666667,0,26.22222222,82.12888889,4.333333333,26.66380952,86.06285714,25.24166667
21/8/2010,0,2,5,0,4,26.84,81.50666667,0.026666667,27.74583333,79.81666667,9.108333333,28.73333333,74.23333333,0,26.59333333,81.82444444,0.333333333,26.15714286,87.70857143,103.81
22/8/2010,2,10,4,3,3,27.40666667,81.6,6.133333333,27.2625,83.68333333,1.666666667,28.66666667,76.4,6.533333333,26.83333333,84.14888889,1.737777778,25.43809524,86.58857143,5.715
23/8/2010,12,19,18,4,13,26.62,86.20833333,13.76,28.20416667,81.16666667,0,28.33333333,79.6,0,26.34444444,83.34222222,6.708888889,27.39333333,79.13047619,1.546666667
24/8/2010,7,10,23,2,18,27.47333333,80.41333333,1.32,28.8125,79.51666667,0,29.76666667,73.6,0,27.17555556,81.49333333,1.106666667,27.88571429,77.63047619,1.983333333
25/8/2010,12,11,17,4,10,27.68,81.48,5.733333333,29.175,78.92916667,0,29.66666667,72.63333333,0,27.72444444,80.88222222,2.226666667,27.45904762,79.30761905,3.309166667
26/8/2010,3,6,9,1,10,28.03333333,78.37333333,0,28.66666667,79.5,4.583333333,28.76666667,76.06666667,0.066666667,27.36666667,81.22222222,4.462222222,27.5352381,78.27428571,2.629166667
27/8/2010,5,6,10,0,8,26.66666667,83.24666667,12.34666667,28.4375,79.52916667,0.833333333,27.56666667,82.23333333,27.86666667,27.39777778,80.64888889,0.853333333,28.02571429,79.00095238,8.866666667
28/8/2010,2,8,2,0,9,27.66,76.00666667,7.653333333,28.32083333,80.00416667,0.15,28,79.63333333,0.933333333,27.14666667,81.20888889,4.213333333,27.74,78.5752381,2.985
29/8/2010,1,24,5,1,10,27.15333333,81.91333333,0.466666667,27.26666667,83.125,4.175,28.6,75.6,0,26.36666667,82.08666667,5.035555556,27.15142857,81.9047619,4.288333333
30/8/2010,8,7,18,0,14,26.59333333,83.86666667,5.853333333,27.69166667,80.32916667,2.8,27.93333333,81.46666667,3.466666667,26.93333333,83.21777778,6.071111111,27.33904762,79.2952381,2.4725
31/8/2010,1,3,8,0,2,27.44,79.28,3.466666667,27.42083333,82.425,15.08333333,27.2,84.56666667,16.8,27.31555556,82.31333333,4.875555556,27.84380952,78.62,9.780833333
1/9/2010,2,10,16,1,13,27.81333333,80.38666667,1.453333333,27.65833333,81.925,0.625,28.03333333,80.46666667,0.4,27.66444444,80.36444444,0.217777778,27.38761905,81.38190476,8.525833333
2/9/2010,6,8,3,2,12,27.92666667,79.92666667,12.8,28.30416667,80.62916667,6.95,29,76.53333333,10.86666667,27.01555556,82.02666667,2.235555556,27.3952381,82.92761905,10.97833333
3/9/2010,6,2,6,0,2,27.79333333,77.7,2.16,26.76666667,85.2,12.18333333,28.56666667,74.33333333,0.8,26.92888889,80.95333333,9.008888889,27.1,84.59904762,20.92
4/9/2010,2,0,2,0,4,27.73333333,77.82,10.90666667,26.39166667,85.46666667,10.5,28.6,79.33333333,5.466666667,26.06666667,83.16888889,7.888888889,27.01809524,84.07809524,10.99583333
5/9/2010,3,14,5,2,3,25.81333333,85.02666667,1.16,27.625,81.79583333,5.425,27.13333333,85.53333333,3.4,25.54888889,85.78,1.102222222,26.03238095,88.42,32.44333333
6/9/2010,6,10,6,2,15,25.47333333,88.79333333,7.226666667,26.22916667,86.69166667,16.16666667,26.1,88.13333333,7.2,25.01555556,86.08,15.84444444,26.25904762,85.91714286,4.633333333
7/9/2010,2,3,2,0,7,26.72666667,79.35333333,1.933333333,26.98333333,80.8125,0.4,28,79.6,0.8,26.28888889,82.70888889,18.03111111,26.85714286,84.54380952,79.79083333
8/9/2010,2,3,3,1,10,25.88666667,85.72666667,18.05333333,27.275,82.99166667,0.7,26.46666667,88.06666667,19.73333333,25.24444444,86.73111111,0.777777778,26.84666667,83.91904762,6.229166667
9/9/2010,1,3,2,0,2,27.65333333,77.94666667,0.6,27.70416667,81.19166667,0.975,28.03333333,79.7,16.86666667,26.36,83.89333333,8.84,26.9047619,84.76095238,62.9775
10/9/2010,2,5,0,1,5,25.25333333,85.87333333,1,27.575,81.84583333,0.183333333,26.3,86.5,3.8,25.35333333,85.91555556,1.368888889,25.67619048,86.51333333,17.41666667
11/9/2010,1,2,1,1,5,27.38,77.02666667,0,28.00416667,79.77083333,0.025,27.5,81.93333333,2.066666667,26.42,83.85555556,2.657777778,26.76285714,80.8047619,10.68833333
12/9/2010,1,2,0,0,2,27.61333333,79.48,0.293333333,27.6,80.6125,16.35,28.66666667,77.33333333,26.4,26.50666667,83.35777778,1.213333333,26.8047619,82.17809524,8.890833333
13/9/2010,0,7,7,0,25,27.74666667,77.48,0.04,27.84166667,79.7375,1.1,28.13333333,78.73333333,4.333333333,27.08888889,80.46888889,10.42222222,26.7447619,82.34,2.3
14/9/2010,2,2,2,0,4,27.69333333,79.76666667,1.493333333,27.72916667,81.3375,4.908333333,28.33333333,77.96666667,0.2,26.63555556,84.18444444,12.97777778,27.50952381,79.83619048,4.139166667
15/9/2010,2,12,6,0,8,26.58,82.73333333,5.053333333,25.91666667,85.19583333,10.96666667,27.53333333,78.3,0.6,25.54666667,84.93777778,13.01777778,26.63714286,84.0552381,18.85916667
16/9/2010,0,0,2,0,3,27.03333333,78.04666667,7,27.90416667,78.425,1.566666667,28.76666667,74.23333333,27.6,26.77777778,78.97555556,7.702222222,27.23714286,80.51809524,12.8675
17/9/2010,3,6,8,1,11,25.38,86.56,3.4,27.15,83.65833333,3.966666667,26.26666667,85.73333333,9.666666667,25.82666667,83.36222222,5.022222222,27.13619048,82.65142857,20.15166667
18/9/2010,0,3,2,0,3,27.4,80.86,7.906666667,27.475,81.56666667,0.025,28.13333333,79.43333333,7.733333333,26.68888889,81.39777778,0.866666667,26.2647619,86.02,14.6225
19/9/2010,1,18,3,2,5,28.16666667,78.9,0.066666667,27.98333333,82.125,8.941666667,27.93333333,81.26666667,0.266666667,27.33555556,82.27333333,2.008888889,27.17238095,82.2047619,4.944166667
20/9/2010,4,5,8,3,12,27.59333333,83.56666667,3.253333333,26.95,85.67916667,10.19166667,28.16666667,82.1,0.8,26.87333333,85.87777778,6.346666667,27.46095238,82.34952381,9.631666667
21/9/2010,8,8,6,1,8,27.00666667,84.40666667,7.8,27.52083333,82.40833333,2.741666667,27.03333333,86.86666667,30.73333333,27.04444444,84.19333333,2.182222222,27.50285714,80.54095238,4.05
22/9/2010,3,4,3,1,11,27.14666667,83.88,10.86666667,27.14166667,85.2125,8.775,26.9,88.23333333,24.53333333,27.39555556,83.61777778,1.306666667,28.5047619,76.98,9.605833333
23/9/2010,9,8,7,2,8,27.19333333,83.02666667,5.213333333,26.9375,86.33333333,5.233333333,26.96666667,86.53333333,1.133333333,27.37555556,82.31555556,1.546666667,28.04857143,81.94952381,8.1125
24/9/2010,3,3,7,1,15,27.45333333,85.54,10.78666667,26.48333333,87.57916667,9.483333333,27.1,87.1,3.933333333,26.48888889,86.06222222,5.368888889,27.53904762,83.14285714,12.89916667
25/9/2010,1,1,4,3,6,27.16666667,84.54666667,3.186666667,27.50416667,84.3375,3.591666667,26.76666667,89.06666667,12.13333333,26.79333333,83.60444444,5.506666667,27.10285714,84.60380952,13.57083333
26/9/2010,1,7,3,0,5,27.34666667,83.58666667,3.026666667,27.54583333,85.52083333,14.60833333,27.3,85.16666667,3.133333333,27.21777778,82.45555556,1.568888889,27.11142857,84.59809524,8.1975
27/9/2010,7,14,14,0,8,26.4,87.81333333,14.01333333,27.0375,84.875,24.06666667,26.8,86.03333333,23.66666667,26.78444444,84.45111111,15.84444444,27.25809524,83.67428571,30.6875
28/9/2010,3,18,9,1,8,26.51333333,83.54666667,3.213333333,26.85,84.12083333,0.991666667,27.16666667,81.93333333,0.866666667,25.68444444,83.61333333,2.511111111,26.3752381,86.7752381,52.725
29/9/2010,1,10,3,0,8,27.00666667,82.39333333,10.06666667,27.29166667,84.55833333,7.283333333,27.56666667,82.3,25.66666667,25.98444444,81.68222222,1.942222222,26.24571429,85.55428571,48.36833333
30/9/2010,9,8,8,1,8,26.61333333,84.03333333,0.826666667,27.28333333,83.80833333,4.375,26.8,85.03333333,3.666666667,25.87555556,84.11555556,1.444444444,26.82761905,83.94761905,11.04666667
1/10/2010,3,5,9,0,18,27.44666667,82.09333333,8.346666667,27.25833333,85.03333333,14.95833333,27.1,84.1,14.73333333,26.09111111,85.53777778,4.902222222,27.00857143,84.58190476,5.265
2/10/2010,2,4,6,0,8,27.41333333,81.53333333,18.8,26.20416667,89.52083333,40.68333333,27.73333333,82.86666667,20.53333333,26.08888889,87.44888889,11.62666667,27.62095238,82.11809524,9.7875
3/10/2010,2,6,4,1,9,27.47333333,80.86666667,0.106666667,27.47916667,82.97916667,3.858333333,28.16666667,78.26666667,3.8,26.74666667,83.60888889,3.284444444,27.78571429,81.76111111,6.805
4/10/2010,7,4,15,2,16,27.22666667,81.99333333,4.053333333,28.575,79.36666667,6.25,28.9,76.16666667,6.533333333,26.51111111,86.00888889,10.71111111,27.94,80.41904762,2.283333333
5/10/2010,1,7,8,0,18,27.34666667,84.42666667,9.573333333,28.14583333,82.1375,9.308333333,27.26666667,85.33333333,8.666666667,26.91555556,83.41555556,1.737777778,28.97428571,76.70190476,6.120833333
6/10/2010,9,8,10,0,21,27.38,81.85333333,2.8,27.49583333,84.3375,10.69166667,28.6,77.53333333,0.133333333,26.52666667,83.40444444,10.4,27.48190476,84.4247619,18.3125
7/10/2010,4,11,14,1,11,26.27333333,87.15333333,0.92,27.72083333,80.88333333,0,28.53333333,77.5,0,25.74,84.24444444,0.96,26.95142857,85.57809524,32.135
8/10/2010,7,5,16,2,9,27.66,83.00666667,5.493333333,28.57916667,76.7,0,27.7,80.26666667,0.066666667,27.01777778,80.11555556,0.253333333,25.88095238,86.55333333,8.2525
9/10/2010,0,2,7,0,8,28.36666667,76.14666667,0.346666667,28.5125,78.18333333,0,29.36666667,73.23333333,0,27.47111111,80.15111111,0.386666667,26.35809524,82.20761905,7.575
10/10/2010,5,13,9,1,7,27.85333333,77.66666667,0,28.37916667,80.36666667,0.1,29.1,74.1,0.066666667,26.32444444,82.87777778,0,26.2447619,81.6,7.274166667
11/10/2010,4,11,18,0,10,28.03333333,76.36666667,0,28.40416667,79.675,0.2,29.56666667,69.63333333,0,26.85777778,81.15111111,2,26.24761905,81.90095238,1.571666667
12/10/2010,3,4,10,3,8,28.67333333,75.02666667,3.106666667,28.9625,76.30833333,4.075,29.96666667,69.36666667,0,26.99555556,81.43555556,0.813333333,27.36952381,78.07714286,5.025833333
13/10/2010,4,6,9,0,8,27.6,77.47333333,0.04,27.27083333,84.55833333,17.60833333,29.5,71.6,0,25.92444444,84.30666667,9.137777778,26.85428571,79.81714286,3.580833333
14/10/2010,6,3,11,1,14,27.63333333,76.30666667,0.186666667,27.56666667,83.75833333,4.725,29.3,71.7,0.2,25.46666667,85.01111111,0.946666667,27.44285714,78.75238095,11.09
15/10/2010,2,12,9,1,18,28.30666667,74.82,0.453333333,27.4125,83.9625,2.925,29.63333333,69.23333333,0,26.9,81.96666667,0,27.19619048,78.25142857,1.3625
16/10/2010,2,1,7,1,4,28.32666667,77.02,1.693333333,28.17083333,80.94166667,1.15,29.6,70.5,0,26.87555556,82.79333333,6.408888889,27.59904762,79.28666667,1.383333333
17/10/2010,0,5,3,1,4,27.96,76.27333333,1.133333333,28.00833333,82.65416667,1.908333333,29.03333333,74.33333333,18,27.04888889,82.23111111,0.88,27.76666667,80.34285714,3.908333333
18/10/2010,7,12,13,2,13,27.96666667,76.03333333,0.48,27.6625,83.52083333,0.858333333,28.76666667,76.26666667,0,26.11333333,82.82666667,1.16,27.50380952,80.27428571,4.8925
19/10/2010,3,5,12,0,10,28.12,79.76666667,1.066666667,28.62916667,78.78333333,0,29.06666667,78.03333333,1.4,26.69333333,82.04666667,0.173333333,26.8752381,82.62380952,4.055
20/10/2010,11,6,9,1,9,27.75333333,81.39333333,3.613333333,28.36666667,79.125,0.125,29.16666667,76.83333333,0.266666667,26.91777778,80.10666667,0,27.54857143,78.9247619,2.814166667
21/10/2010,4,7,8,1,8,27.2,82.62666667,0.16,28.1625,81.3,3.7,28.9,77.23333333,0,26.59777778,80.97555556,0.355555556,27.5847619,80.0752381,5.608333333
22/10/2010,5,8,4,0,18,27.28,82.07333333,2.333333333,28.28333333,80.3,1.458333333,28.13333333,81.4,0.666666667,26.30666667,83.19555556,3.093333333,27.48285714,79.28,7.604166667
23/10/2010,0,4,9,0,5,26.26,85.03333333,16.52,28.20833333,81.28333333,3.683333333,27.16666667,85.4,3.066666667,26.45333333,81.75111111,0.36,26.83714286,82.83714286,2.500833333
